n: 1
X: 10000
T: 1
exec_time: 0.0374344
exec_time: 0.0377783
exec_time: 0.0357545
exec_time: 0.0388127
exec_time: 0.0360635
exec_time: 0.0356062
exec_time: 0.0365295
exec_time: 0.034694
exec_time: 0.036568
exec_time: 0.0367453
n: 2
X: 10000
T: 1
exec_time: 0.0243203
exec_time: 0.0260277
exec_time: 0.0245696
exec_time: 0.0264508
exec_time: 0.0232213
exec_time: 0.0264492
exec_time: 0.0237795
exec_time: 0.0261908
exec_time: 0.0258591
exec_time: 0.0235776
n: 3
X: 10000
T: 1
exec_time: 0.0220731
exec_time: 0.0207338
exec_time: 0.036371
exec_time: 0.0340422
exec_time: 0.0214822
exec_time: 0.021689
exec_time: 0.0215575
exec_time: 0.0209726
exec_time: 0.0202031
exec_time: 0.0210417
n: 4
X: 10000
T: 1
exec_time: 0.0204945
exec_time: 0.0199078
exec_time: 0.0203418
exec_time: 0.0211068
exec_time: 0.0213947
exec_time: 0.0214411
exec_time: 0.0217831
exec_time: 0.0192764
exec_time: 0.0208774
exec_time: 0.019421
n: 5
X: 10000
T: 1
exec_time: 0.0252322
exec_time: 0.0202045
exec_time: 0.0202255
exec_time: 0.030704
exec_time: 0.0242647
exec_time: 0.0215433
exec_time: 0.0245798
exec_time: 0.0238745
exec_time: 0.0230275
exec_time: 0.0251982
n: 6
X: 10000
T: 1
exec_time: 0.0253471
exec_time: 0.0254052
exec_time: 0.0249663
exec_time: 0.0268974
exec_time: 0.0253286
exec_time: 0.0243318
exec_time: 0.0260085
exec_time: 0.0311092
exec_time: 0.0298449
exec_time: 0.0321284
n: 7
X: 10000
T: 1
exec_time: 0.0272395
exec_time: 0.043957
exec_time: 0.0315461
exec_time: 0.0319518
exec_time: 0.0297541
exec_time: 0.0494994
exec_time: 0.0292523
exec_time: 0.029412
exec_time: 0.0397746
exec_time: 0.027637
n: 8
X: 10000
T: 1
exec_time: 0.0263825
exec_time: 0.0259437
exec_time: 0.0331705
exec_time: 0.025794
exec_time: 0.0281684
exec_time: 0.0267381
exec_time: 0.0362201
exec_time: 0.0284227
exec_time: 0.0271027
exec_time: 0.0261512
